abt.csv,buy.csv
1023,0
1022,0
1020,0
134,0
1023,1
1022,1
1020,1
134,1
953,2
434,2
106,2
100,2
785,3
237,3
214,3
97,3
434,4
288,4
160,4
106,4
861,5
860,5
851,5
825,5
776,6
392,6
110,6
93,6
993,7
377,7
284,7
121,7
1023,8
1022,8
1020,8
134,8
1023,9
1022,9
1020,9
134,9
1021,10
953,10
295,10
134,10
1016,11
461,11
365,11
344,11
638,12
631,12
218,12
59,12
953,13
434,13
106,13
100,13
1059,14
785,14
237,14
214,14
1008,15
821,15
257,15
230,15
993,16
623,16
218,16
59,16
1075,17
1016,17
461,17
344,17
1014,18
227,18
99,18
89,18
1018,19
1017,19
1014,19
824,19
668,20
598,20
99,20
89,20
426,21
110,21
96,21
25,21
1074,22
770,22
618,22
560,22
452,23
449,23
165,23
63,23
407,24
295,24
288,24
116,24
407,25
344,25
295,25
116,25
434,26
288,26
106,26
100,26
657,27
310,27
128,27
127,27
658,28
657,28
128,28
127,28
584,29
192,29
138,29
126,29
217,30
138,30
128,30
127,30
429,31
199,31
52,31
14,31
287,32
252,32
165,32
8,32
752,33
204,33
40,33
2,33
329,34
145,34
32,34
11,34
329,35
145,35
32,35
11,35
417,36
416,36
173,36
34,36
640,37
639,37
638,37
8,37
1052,38
237,38
214,38
97,38
317,39
154,39
20,39
19,39
249,40
229,40
20,40
19,40
30,41
29,41
28,41
1,41
726,42
399,42
65,42
24,42
30,43
29,43
19,43
1,43
191,44
15,44
14,44
8,44
686,45
585,45
171,45
118,45
167,46
115,46
62,46
60,46
114,47
27,47
20,47
19,47
114,48
28,48
27,48
19,48
1066,49
659,49
658,49
88,49
329,50
250,50
190,50
32,50
760,51
429,51
112,51
82,51
115,52
87,52
62,52
60,52
572,53
258,53
150,53
0,53
731,54
692,54
609,54
40,54
1042,55
258,55
50,55
21,55
191,56
15,56
14,56
8,56
329,57
190,57
32,57
9,57
86,58
13,58
12,58
3,58
176,59
115,59
62,59
60,59
799,60
796,60
795,60
794,60
799,61
795,61
794,61
52,61
86,62
22,62
12,62
3,62
154,63
81,63
48,63
47,63
799,64
796,64
795,64
794,64
1066,65
141,65
58,65
25,65
799,66
795,66
794,66
199,66
997,67
988,67
798,67
777,67
760,68
429,68
112,68
82,68
760,69
429,69
112,69
82,69
818,70
640,70
639,70
8,70
176,71
115,71
87,71
60,71
87,72
65,72
64,72
62,72
167,73
164,73
87,73
80,73
87,74
65,74
64,74
62,74
1051,75
164,75
80,75
62,75
905,76
247,76
72,76
61,76
633,77
247,77
72,77
61,77
952,78
938,78
698,78
123,78
81,79
48,79
47,79
19,79
241,80
226,80
225,80
78,80
1015,81
778,81
344,81
194,81
622,82
223,82
189,82
124,82
110,83
96,83
94,83
93,83
110,84
109,84
96,84
93,84
95,85
93,85
92,85
91,85
110,86
96,86
94,86
93,86
957,87
110,87
95,87
93,87
955,88
433,88
198,88
96,88
433,89
198,89
110,89
96,89
756,90
726,90
425,90
24,90
434,91
288,91
106,91
100,91
756,92
726,92
425,92
24,92
998,93
953,93
288,93
100,93
1059,94
511,94
510,94
205,94
1071,95
1044,95
1040,95
409,95
392,96
110,96
94,96
93,96
392,97
110,97
94,97
93,97
958,98
956,98
110,98
109,98
955,99
433,99
109,99
96,99
110,100
109,100
94,100
93,100
366,101
67,101
55,101
49,101
1066,102
1045,102
88,102
58,102
861,103
860,103
403,103
97,103
997,104
988,104
777,104
172,104
330,105
85,105
57,105
56,105
330,106
159,106
85,106
56,106
308,107
289,107
267,107
77,107
270,108
269,108
268,108
71,108
1015,109
778,109
344,109
194,109
785,110
307,110
306,110
162,110
873,111
860,111
557,111
76,111
999,112
284,112
260,112
104,112
963,113
858,113
857,113
395,113
282,113
1017,114
1016,114
1014,114
557,114
785,115
264,115
219,115
162,115
776,116
670,116
196,116
53,116
332,117
330,117
307,117
306,117
332,118
330,118
307,118
306,118
119,119
65,119
64,119
62,119
999,120
284,120
260,120
104,120
553,121
209,121
197,121
108,121
